   -0.529682414133394008E+01   -0.226176825654180735E+01    0.217107381059055541E+03    0.113184165517345173E+04   -0.488859739710724384E+00    0.979141947536824153E+00   -0.135544890985132715E+01   -0.584214666669973681E+01   -0.759353476923672677E+01   -0.923894757870587391E+01   -0.583421731015229598E+06
   -0.530036327342648672E+01   -0.225999629303560923E+01    0.301461245003687679E+03    0.113156381179084951E+04   -0.495475348516249525E+00    0.978920640812545262E+00   -0.393543410080620859E+01   -0.588127497628850548E+01   -0.760410470166928398E+01   -0.935851421701459962E+01   -0.583421429849677486E+06
   -0.528973854396210097E+01   -0.227344236583596260E+01    0.231890237201701552E+03    0.112585568328472505E+04   -0.491562607346212488E+00    0.979197069082279770E+00   -0.221500256868891476E+01   -0.586506359819284473E+01   -0.759640375747767571E+01   -0.933550415401090028E+01   -0.583421084215485258E+06
   -0.529613109484613531E+01   -0.227237079299399358E+01    0.250877229344734161E+03    0.112790521047669927E+04   -0.506421201962698575E+00    0.995606012591234935E+00   -0.301259295572875008E+01   -0.587809294394785820E+01   -0.760353552046216397E+01   -0.931497496402680270E+01   -0.583420885417578393E+06
   -0.530523229317609779E+01   -0.226469937963147494E+01    0.252239482634340533E+03    0.113560226349911500E+04   -0.493715212094191003E+00    0.989580494635839969E+00   -0.278729315578286263E+01   -0.586395813386772335E+01   -0.760171725437781109E+01   -0.932098577895224700E+01   -0.583420312804356683E+06
   -0.530446308182313508E+01   -0.226082560588791281E+01    0.262446676171328193E+03    0.113399178076224098E+04   -0.498313506864967337E+00    0.988110346227941472E+00   -0.386660773062703278E+01   -0.588543868294788552E+01   -0.760770837305605507E+01   -0.934252052807156552E+01   -0.583420067325349781E+06
   -0.529793813684472070E+01   -0.225636616285208236E+01    0.239733094581631889E+03    0.113333499581416640E+04   -0.478365493563707389E+00    0.965004183576450014E+00   -0.204023137480723848E+01   -0.584491806257750302E+01   -0.759378853243254337E+01   -0.930295941238773061E+01   -0.583419295057648094E+06
   -0.530167009661375221E+01   -0.225980540208505554E+01    0.253785089314894122E+03    0.113234675824142437E+04   -0.499535708746430274E+00    0.983589846758972319E+00   -0.273612888501205509E+01   -0.586698902554863988E+01   -0.759922846279794051E+01   -0.931846207803500626E+01   -0.583419038400830585E+06
   -0.529899126990388947E+01   -0.226831030129186129E+01    0.245915007320854613E+03    0.113075313938681143E+04   -0.501302811342739574E+00    0.992041889821656309E+00   -0.313811134208041675E+01   -0.585883528128735609E+01   -0.760121955266201255E+01   -0.930084415656251906E+01   -0.583418870332350489E+06
   -0.530653613117201051E+01   -0.225343661427827424E+01    0.259927286388599896E+03    0.113753325573138409E+04   -0.485956364637742055E+00    0.974026910689818060E+00   -0.185612696967823920E+01   -0.585651807923934253E+01   -0.759621260575234380E+01   -0.931093472797494925E+01   -0.583418853718333063E+06
   -0.528895412848202895E+01   -0.227824790735526062E+01    0.262090463568872167E+03    0.112531596513909949E+04   -0.489731576586688533E+00    0.981082526578139325E+00   -0.322650532163700543E+01   -0.587032602544950688E+01   -0.759896422226435142E+01   -0.936601601715744181E+01   -0.583418768687726464E+06
   -0.529853761769279785E+01   -0.225200529844040220E+01    0.254238553066211949E+03    0.113260587386195175E+04   -0.482277422124131050E+00    0.961838635758274663E+00   -0.248399450246960107E+01   -0.586356177882629659E+01   -0.759373631917419534E+01   -0.932695164660644060E+01   -0.583418578132118564E+06
   -0.528564200156314978E+01   -0.227579912526004691E+01    0.253137959545334638E+03    0.112276042049210560E+04   -0.496356740121861151E+00    0.980083527734647575E+00   -0.206359413368672673E+01   -0.585967567886559149E+01   -0.759368702423387809E+01   -0.931210784956255289E+01   -0.583418509063859354E+06
   -0.529887051894685612E+01   -0.225727522083433030E+01    0.257308679289901704E+03    0.113179247396603296E+04   -0.487770430971307789E+00    0.969474311109547182E+00   -0.272189858497249393E+01   -0.587414970724267427E+01   -0.760022669697693232E+01   -0.935412231801475080E+01   -0.583418340565814055E+06
   -0.530015981062775499E+01   -0.226486731008081321E+01    0.267411309931960318E+03    0.113312423176206880E+04   -0.489053626963796617E+00    0.980672974736432668E+00   -0.208710575953484279E+01   -0.584811694665842552E+01   -0.758967753398747647E+01   -0.932844833829934572E+01   -0.583418272331823828E+06
   -0.529396208196193285E+01   -0.226260084314567766E+01    0.252646773099128211E+03    0.112970437973111416E+04   -0.484279792895181416E+00    0.969264360587042573E+00   -0.243139253018499524E+01   -0.585326975552646189E+01   -0.759283964380523813E+01   -0.931992879162682186E+01   -0.583418051792474696E+06
   -0.527183487003539319E+01   -0.228386100449763507E+01    0.247778251259558260E+03    0.111522200002394652E+04   -0.491224053465584731E+00    0.973615243285641752E+00   -0.215771791742878882E+01   -0.584840297470001236E+01   -0.759420734376027529E+01   -0.926157604265957701E+01   -0.583417809869477409E+06
   -0.529167770421336492E+01   -0.226346849080470225E+01    0.252250713906494184E+03    0.112618400822098079E+04   -0.500874876584781248E+00    0.981904581270955035E+00   -0.301310858883269406E+01   -0.587042042238019679E+01   -0.760032444997174927E+01   -0.927393902961399696E+01   -0.583417759639755241E+06
   -0.530509402456332690E+01   -0.225100658604856774E+01    0.263112680122175675E+03    0.113588743504445620E+04   -0.489471079559812949E+00    0.971678957975337099E+00   -0.261135862991073697E+01   -0.586092704432584011E+01   -0.759753272512813460E+01   -0.932242026139670799E+01   -0.583417632251677453E+06
   -0.529007530716160002E+01   -0.227464484509401643E+01    0.263660335801518784E+03    0.112489909532901333E+04   -0.499575277617177349E+00    0.985338255935954033E+00   -0.251163580186215185E+01   -0.586743268653490091E+01   -0.759576125826113824E+01   -0.934008696973090835E+01   -0.583417615373327048E+06
   -0.529372322148461549E+01   -0.227426364259336333E+01    0.271258929120404957E+03    0.112765872409346161E+04   -0.498916643931451631E+00    0.990040139414302134E+00   -0.265419162729122693E+01   -0.585810126136584408E+01   -0.759443932985554326E+01   -0.931955812938566730E+01   -0.583417503238528501E+06
   -0.531410805877884762E+01   -0.224638016638840865E+01    0.272962341162210635E+03    0.114187362479681474E+04   -0.486210050844649189E+00    0.973753384268902344E+00   -0.238942828920269745E+01   -0.586165438339873202E+01   -0.759457318776005330E+01   -0.936365202015178077E+01   -0.583417502949122689E+06
   -0.528973474391002441E+01   -0.226184242377132172E+01    0.251654886374769063E+03    0.112547735386954150E+04   -0.498312263792263010E+00    0.976596476858319740E+00   -0.279341590439737075E+01   -0.586077855743933984E+01   -0.759821348854804945E+01   -0.925569697405379976E+01   -0.583417464026490459E+06
   -0.530178864123123628E+01   -0.226185534396717580E+01    0.248894626277292758E+03    0.113293437401053802E+04   -0.500699031659774363E+00    0.990762440040320103E+00   -0.256959248240794569E+01   -0.585639679596870799E+01   -0.759877129072645907E+01   -0.927478151328748268E+01   -0.583417374172969954E+06
   -0.528175188731902789E+01   -0.228000643260205171E+01    0.262181535862464159E+03    0.111983128022482515E+04   -0.504201679801079550E+00    0.990225901938583730E+00   -0.267149912160349245E+01   -0.585636269168477686E+01   -0.759578911973306958E+01   -0.925254946294134051E+01   -0.583417329974168679E+06
   -0.528674160490542899E+01   -0.228925684441584032E+01    0.272383946817793458E+03    0.112317335108835618E+04   -0.498111393722203033E+00    0.996211183903090491E+00   -0.314411406185586451E+01   -0.585750663709545449E+01   -0.759574998441032712E+01   -0.935901684740843542E+01   -0.583417312545487890E+06
   -0.529180053005056372E+01   -0.226463874754933769E+01    0.270489055754151821E+03    0.112745697957681432E+04   -0.488679284854544704E+00    0.970277653170101617E+00   -0.207218646278017360E+01   -0.586597589389073892E+01   -0.759430167767914099E+01   -0.933098555178633049E+01   -0.583417253756808001E+06
   -0.529399206354953034E+01   -0.225806524214252669E+01    0.260932586048815381E+03    0.112825904614115234E+04   -0.492102385926473929E+00    0.970913384183136552E+00   -0.331015517746705834E+01   -0.587730385821675227E+01   -0.759858258688219301E+01   -0.933311732563121765E+01   -0.583417117561705061E+06
   -0.530430604627206215E+01   -0.224717680044657975E+01    0.269688999468254394E+03    0.113636173517639440E+04   -0.479094579084177852E+00    0.959916696194516472E+00   -0.292852789817925530E+01   -0.587245803373764819E+01   -0.759967003592813484E+01   -0.936088577028179358E+01   -0.583417047503063339E+06
   -0.530430604627206215E+01   -0.224717680044657975E+01    0.269688999468254394E+03    0.113636173517639440E+04   -0.479094579084177852E+00    0.959916696194516472E+00   -0.292852789817925530E+01   -0.587245803373764819E+01   -0.759967003592813484E+01   -0.936088577028179358E+01   -0.583417047503063339E+06
   -0.527391859828283138E+01   -0.228493489557514273E+01    0.253764214765460679E+03    0.111588531743626118E+04   -0.493581555722201415E+00    0.977590916586261072E+00   -0.201862088049689792E+01   -0.585788185265682770E+01   -0.759033110867315219E+01   -0.930796213801367145E+01   -0.583417031419794075E+06
