  -0.123178124427795410E+001  -0.454801940917968750E+001   0.704484760761260986E+003   0.287177598476409912E+004  -0.558901870250701904E+001  -0.656547307968139648E+000  -0.248588824272155762E+001  -0.906651258468627930E+001  -0.176100552082061768E+001  -0.133647561073303223E+001  -0.424869959259531641E+010  -0.321860917242231137E+001    1
  -0.126799762248992920E+001   0.242780041694641113E+001   0.901205360889434814E+003   0.104303544759750366E+004  -0.882282310724258423E+001   0.538629055023193359E+000  -0.340546065568923950E+001  -0.502825677394866943E+001  -0.860083997249603271E+001  -0.424377739429473877E+001  -0.175340766013781214E+010  -0.325860917242231141E+001    1
  -0.331802964210510254E+000  -0.595960378646850586E+000   0.509485840797424316E+003   0.180766007304191589E+004  -0.218033194541931152E-001   0.569207668304443359E-001  -0.122668683528900146E+000  -0.831757307052612305E+001  -0.298760294914245605E+001  -0.277728974819183350E+001  -0.108669268613273072E+010  -0.329860917242231144E+001    1
  -0.147364139556884766E+000  -0.154988980293273926E+001   0.307024657726287842E+003   0.226453772187232971E+004  -0.962278783321380615E+000  -0.153762102127075195E+000  -0.324526840448379517E+001  -0.536793529987335205E+001  -0.941025137901306152E+001  -0.951486468315124512E+001  -0.871223924873139739E+009  -0.333860917242231059E+001    1
  -0.342080712318420410E+001  -0.567860913276672363E+001   0.553916513919830322E+003   0.177225968241691589E+004  -0.454155260324478149E+001  -0.851574063301086426E+000  -0.169317299127578735E+001  -0.674901485443115234E+001  -0.920473635196685791E+001  -0.568739652633666992E+001  -0.654686752890382767E+009  -0.337860917242231018E+001    1
  -0.868510603904724121E+000   0.402729749679565430E+000   0.491298317909240723E+003   0.236804476380348206E+004  -0.554488205909729004E+001  -0.336190700531005859E+000   0.549187123775482178E+000  -0.742645978927612305E+001  -0.194621086120605469E+001  -0.710309147834777832E+000  -0.406412709592486203E+009  -0.341860917242231066E+001    1
  -0.756452560424804688E+001   0.385226869583129883E+001   0.207640528678894043E+003   0.266326522827148438E+004  -0.887663358449935913E+001  -0.337615489959716797E+000  -0.479118168354034424E+000  -0.292342483997344971E+001  -0.670195817947387695E+001  -0.299210846424102783E+001  -0.294669487802036643E+009  -0.345860917242231025E+001    1
  -0.208151519298553467E+001  -0.911275863647460938E+000   0.672658205032348633E+003   0.101772299408912659E+004   0.468321508169174194E+001  -0.617730617523193359E-001  -0.323154920339584351E+001  -0.692794680595397949E+001  -0.340117156505584717E+001  -0.192340552806854248E+001  -0.208594980871624559E+009  -0.349860917242231073E+001    1
  -0.324678957462310791E+001   0.500170612335205078E+001   0.948020875453948975E+003   0.304849258065223694E+004  -0.893675172328948975E+001  -0.361511707305908203E-001  -0.388468736410140991E+001  -0.695666909217834473E+001  -0.706057727336883545E+001  -0.866249024868011475E+001  -0.144018069612982959E+009  -0.353860917242231121E+001    1
  -0.411642849445343018E+001  -0.221850156784057617E+000   0.130175590515136719E+003   0.345606318116188049E+004   0.418678110837936401E+001  -0.711034893989562988E+000  -0.937087178230285645E+000  -0.877840518951416016E+000  -0.727339148521423340E+001  -0.511959195137023926E+001  -0.118880838725198299E+009  -0.357860917242230991E+001    1
  -0.230300426483154297E+001   0.228388810157775879E+001   0.491032540798187256E+003   0.219120016694068909E+004  -0.235086643695831299E+001  -0.218315124511718750E+000  -0.399025553464889526E+001  -0.882015287876129150E+001  -0.926706016063690186E+001  -0.817504465579986572E+001  -0.100081725998746336E+009  -0.361860917242231128E+001    1
  -0.990825891494750977E+000  -0.522807741165161133E+001   0.170958936214447021E+003   0.118893301486968994E+004  -0.727998554706573486E+000  -0.436916232109069824E+000   0.258761405944824219E+000  -0.142238616943359375E+001  -0.599518895149230957E+001  -0.349394261837005615E+001  -0.908864243010405898E+008  -0.365860917242231309E+001    1
  -0.359573304653167725E+001  -0.142116951942443848E+001   0.101390242576599121E+003   0.309409490227699280E+004  -0.231581354141235352E+001   0.953243970870971680E-001  -0.104991370439529419E+001  -0.416664242744445801E+001  -0.436848580837249756E+001  -0.655737042427062988E+001  -0.881716118059139848E+008  -0.369860917242230913E+001    1
  -0.562819063663482666E+001   0.250202035903930664E+001   0.656242907047271729E+003   0.330262294411659241E+004  -0.686856651306152344E+001  -0.787435770034790039E+000  -0.307981187105178833E+001  -0.304367184638977051E+001  -0.358621239662170410E+001  -0.555816769599914551E+001  -0.876602101764703989E+008  -0.373860917242230917E+001    1
  -0.593877851963043213E+001   0.434568500518798828E+001   0.173084199428558350E+003   0.299767410755157471E+004   0.470885163545608521E+001  -0.961211681365966797E+000  -0.675374507904052734E+000  -0.579824745655059814E+001  -0.557997941970825195E+001  -0.990579783916473389E+001  -0.810771601616840065E+008  -0.377860917242230965E+001    1
  -0.435323894023895264E+001  -0.591785287857055664E+001   0.603076756000518799E+003   0.165174400806427002E+004  -0.371382290124893188E+001  -0.377104043960571289E+000   0.218579530715942383E+000  -0.577353119850158691E+001  -0.559224903583526611E+001  -0.449555337429046631E+001  -0.691469031884105802E+008  -0.381860917242231190E+001    1
