  -0.235354304313659668E+000  -0.575607562065124512E+001   0.386864781379699707E+003   0.222522249817848206E+004  -0.190919154882431030E+001   0.826331138610839844E+000  -0.338366270065307617E+000  -0.361247241497039795E+000   0.122279066443443307E+001  -0.139402198076881580E+008  -0.552145825119699829E+001    1
  -0.944697856903076172E+000  -0.543760514259338379E+001   0.375965297222137451E+003   0.319524517655372620E+004  -0.629644954204559326E+001   0.529279708862304688E+000  -0.117632979154586792E+001   0.569745898246765137E-001   0.713177299499511697E+000  -0.139348933027922101E+008  -0.552545825119700584E+001    1
  -0.851652026176452637E+000  -0.459896922111511230E+001   0.610165596008300781E+003   0.279386734962463379E+004   0.527982419729232788E+001  -0.657695651054382324E+000  -0.203895980119705200E+001   0.228941684961318970E+001   0.138986877202987680E+001  -0.133631253424356282E+008  -0.552945825119701162E+001    1
  -0.101337492465972900E+001  -0.583845448493957520E+001   0.280982255935668945E+002   0.260534650087356567E+004  -0.780356311798095703E+001  -0.233035802841186523E+000   0.396824836730957031E+000   0.105155807733535767E+001   0.138848940134048471E+001  -0.114809297036939096E+008  -0.553345825119701562E+001    1
  -0.543200969696044922E+000  -0.409731388092041016E+000   0.925152480602264404E+003   0.123643583059310913E+004   0.117281860113143921E+001   0.285085082054138184E+000  -0.248707854747772217E+001  -0.121272441744804382E+001   0.577997809648513772E+000  -0.105694967868520655E+008  -0.553745825119701252E+001    1
  -0.600218772888183594E+000   0.577160739898681641E+001   0.740553140640258789E+003   0.235739251971244812E+004   0.155761277675628662E+001  -0.403429269790649414E-001   0.271965622901916504E+000  -0.739616274833679199E+000   0.111556032896041879E+001  -0.798181051363177877E+007  -0.554145825119701030E+001    1
  -0.584838390350341797E+000  -0.450622415542602539E+001   0.937335371971130371E+003   0.306960663199424744E+004  -0.865910589694976807E+000   0.601001024246215820E+000  -0.356314504146575928E+001   0.410738915205001831E+000   0.130693388581275949E+001  -0.753601170745860413E+007  -0.554545825119700275E+001    1
  -0.173961460590362549E+001  -0.460398459434509277E+001   0.557856500148773193E+003   0.296743026375770569E+004  -0.642686837911605835E+001  -0.377956628799438477E-001  -0.113855326175689697E+001  -0.136830595135688782E+001   0.117658264040946969E+001  -0.583409029403919168E+007  -0.554945825119700675E+001    1
  -0.314974784851074219E+000  -0.482048249244689941E+001   0.392197906970977783E+003   0.246903559565544128E+004  -0.559819900989532471E+001   0.508276224136352539E-001  -0.443418562412261963E+000  -0.822513699531555176E+000   0.295327401161193825E+000  -0.482362661007083114E+007  -0.555345825119701342E+001    1
  -0.773009061813354492E+000  -0.477181935310363770E+001   0.415727317333221436E+003   0.349085903167724609E+004  -0.338285619020462036E+001   0.162964582443237305E+000  -0.296396994590759277E+001   0.100255304574966431E+001   0.446223652362823464E+000  -0.459460977726237010E+007  -0.555745825119701031E+001    1
  -0.250802934169769287E+001  -0.475170207023620605E+001   0.662673771381378174E+003   0.268842881917953491E+004  -0.563996458053588867E+001  -0.824556350708007812E+000   0.859462380409240723E+000  -0.558630198240280151E+000   0.108170691728591928E+001  -0.411729856322937226E+007  -0.556145825119700987E+001    1
  -0.681251287460327148E+000  -0.567695975303649902E+001   0.488036096096038818E+003   0.202703005075454712E+004  -0.678473585844039917E+001  -0.606183052062988281E+000   0.860543608665466309E+000   0.130467224121093750E+001   0.102589730024337777E+001  -0.396607051256910665E+007  -0.556545825119700499E+001    1
  -0.839754939079284668E+000   0.375864958763122559E+001   0.891579627990722656E+003   0.176245740056037903E+004  -0.529670351743698120E+001  -0.468299269676208496E+000  -0.260439330339431763E+001  -0.711944729089736938E+000   0.636965459585189797E+000  -0.356329355786211742E+007  -0.556945825119699478E+001    1
  -0.909857690334320068E+001   0.389034533500671387E+001   0.100913584232330322E+003   0.277836373448371887E+004  -0.789793074131011963E+000  -0.386683344841003418E+000  -0.263040208816528320E+001   0.200935211777687073E+001   0.219545429944992071E+000  -0.293620595571371866E+007  -0.557345825119699168E+001    1
  -0.163056850433349609E+000  -0.449623990058898926E+001   0.353751718997955322E+003   0.262819951772689819E+004  -0.680982971191406250E+001   0.159808397293090820E-001  -0.842173039913177490E+000   0.210233330726623535E+001   0.105649129152297983E+001  -0.285403180933416309E+007  -0.557745825119699568E+001    1
  -0.140936732292175293E+001  -0.466692280769348145E+001   0.427354693412780762E+003   0.328923201560974121E+004  -0.185389155149459839E+001  -0.632404923439025879E+000  -0.312138044834136963E+001   0.455403864383697510E+000   0.121452754735946661E+000  -0.275660566081985692E+007  -0.558145825119699612E+001    1
  -0.351184010505676270E+000  -0.391603302955627441E+001   0.995084881782531738E+003   0.337183868885040283E+004  -0.437134498357772827E+001   0.817497014999389648E+000  -0.322947257757186890E+001   0.206975734233856201E+001   0.989957308769226052E+000  -0.260739338712744415E+007  -0.558545825119700012E+001    1
  -0.259054839611053467E+001  -0.595921468734741211E+001   0.856524348258972168E+003   0.152561774849891663E+004  -0.344507092237472534E+001   0.139983534812927246E+000  -0.229692274332046509E+001  -0.742031335830688477E+000   0.119190127253532419E+001  -0.242341050803601602E+007  -0.558945825119700590E+001    1
  -0.242186725139617920E+001  -0.461808228492736816E+001   0.751600563526153564E+003   0.218202894926071167E+004  -0.550832444429397583E+001  -0.505680441856384277E+000  -0.135126912593841553E+001   0.661386251449584961E-001   0.147602132558822641E+001  -0.181582004172449140E+007  -0.559345825119700280E+001    1
  -0.148018598556518555E+000  -0.120733380317687988E+001   0.444581866264343262E+003   0.300768709182739258E+004   0.540648704767227173E+001  -0.919237494468688965E+000   0.688578546047210693E+000   0.244366613030433655E+001   0.125151372551918039E+001  -0.140472474754498876E+007  -0.559745825119699703E+001    1
  -0.127741813659667969E+001   0.580197644233703613E+001   0.772073507308959961E+003   0.175954824686050415E+004  -0.820990079641342163E+001  -0.639544725418090820E-001  -0.341616511344909668E+000   0.118131369352340698E+000   0.157819006443023691E+001  -0.130083862720978493E+007  -0.560145825119700014E+001    1
  -0.183880627155303955E+001  -0.482646489143371582E+001   0.896613478660583496E+003   0.243548190593719482E+004  -0.606664234399795532E+001  -0.645605087280273438E+000  -0.239789479970932007E+001   0.214992856979370117E+001   0.113744331002235421E+001  -0.111331435766420676E+007  -0.560545825119700503E+001    1
  -0.473191142082214355E+000   0.452838778495788574E+001   0.381655037403106689E+003   0.346599018573760986E+004   0.607450067996978760E+000  -0.844316124916076660E+000  -0.630502939224243164E+000  -0.551466822624206543E+000   0.745139038562774636E+000  -0.100961768512321496E+007  -0.560945825119699837E+001    1
  -0.917052626609802246E+000  -0.886935710906982422E+000   0.699075937271118164E+003   0.294630146026611328E+004   0.535465246438980103E+001  -0.326674580574035645E+000  -0.117328101396560669E+001  -0.351275861263275146E+000   0.297181969881057717E+000  -0.100843107067856600E+007  -0.561345825119699349E+001    1
  -0.335607290267944336E+001  -0.395575404167175293E+001   0.731539726257324219E+003   0.178990355134010315E+004   0.220987147092819214E+001  -0.900939583778381348E+000  -0.175097697973251343E+001  -0.122596085071563721E+000   0.850911772251129128E+000  -0.965238353215299896E+006  -0.561745825119699926E+001    1
  -0.279300212860107422E+001  -0.554672312736511230E+001   0.685130834579467773E+003   0.312471202015876770E+004   0.568897551298141479E+001  -0.185746669769287109E+000  -0.340964758396148682E+001   0.277381816506385803E+001   0.114871663451194772E+001  -0.957740996439757058E+006  -0.562145825119700326E+001    1
  -0.845659971237182617E+000  -0.487326693534851074E+001   0.458176076412200928E+003   0.157356193661689758E+004  -0.289943271875381470E+001  -0.632926225662231445E-001  -0.353408896923065186E+001   0.653245210647583008E+000   0.799087917804717995E+000  -0.842922710931016481E+006  -0.562545825119699483E+001    1
  -0.135549426078796387E+001   0.167268133163452148E+001   0.485316514968872070E+003   0.312203815579414368E+004  -0.429440081119537354E+000  -0.152632951736450195E+000  -0.157406204938888550E+001  -0.850989639759063721E+000   0.127508068680763254E+001  -0.839242981922139646E+006  -0.562945825119700416E+001    1
  -0.787082850933074951E+001   0.445569133758544922E+001   0.631076037883758545E+003   0.260694405436515808E+004   0.112392997741699219E+001  -0.541180133819580078E+000  -0.646238923072814941E-001   0.259566155076026917E+001   0.145901536941528326E+000  -0.803774276436968939E+006  -0.563345825119700638E+001    1
  -0.695218443870544434E+000  -0.371591305732727051E+001   0.427720010280609131E+003   0.287190786004066467E+004   0.411535209417343140E+001   0.167611479759216309E+000  -0.187432551383972168E+001   0.830187857151031494E+000   0.800403362512588479E+000  -0.618094824449170963E+006  -0.563745825119700328E+001    1
  -0.220305085182189941E+001  -0.583727645874023438E+001   0.663052618503570557E+003   0.189040085673332214E+004  -0.304716521501541138E+001   0.276376485824584961E+000  -0.301411622762680054E+001   0.145844247937202454E+001   0.126048142313957223E+001  -0.611125899485578411E+006  -0.564145825119701350E+001    1
  -0.133200168609619141E+001  -0.487616300582885742E+001   0.215175449848175049E+003   0.119116237759590149E+004  -0.224585348367691040E+001   0.511452436447143555E+000  -0.314663821458816528E+001  -0.713247746229171753E+000   0.901829129457473733E+000  -0.562888196315871668E+006  -0.564545825119701750E+001    1
  -0.240212857723236084E+001  -0.520345687866210938E+001   0.271315038204193115E+003   0.242739459872245789E+004  -0.785497033596038818E+001  -0.381045937538146973E+000  -0.322864890098571777E+000   0.145783522725105286E+001   0.104866549968719491E+001  -0.546223665479529998E+006  -0.564945825119700817E+001    1
  -0.387768149375915527E+000   0.514846158027648926E+001   0.418154478073120117E+003   0.284702500700950623E+004   0.420676267147064209E+001  -0.990211367607116699E+000  -0.269656294584274292E+001   0.679492771625518799E+000   0.714814788103103615E+000  -0.527812076881831279E+006  -0.565345825119700329E+001    1
  -0.120768070220947266E+001  -0.379865598678588867E+001   0.893685817718505859E+002   0.205042502284049988E+004  -0.573724561929702759E+001   0.176529526710510254E+000  -0.309737020730972290E+001   0.606412231922149658E+000   0.154619783759117135E+001  -0.436731560191575962E+006  -0.565745825119701529E+001    1
  -0.257879316806793213E+001  -0.423202514648437500E+001   0.430973768234252930E+002   0.223879685997962952E+004   0.438427090644836426E+000  -0.668553948402404785E+000  -0.298541331291198730E+001   0.112687262892723083E+001   0.765983825922012307E+000  -0.431226340554949769E+006  -0.566145825119700152E+001    1
  -0.345394313335418701E+001  -0.330904054641723633E+001   0.466392219066619873E+003   0.283237433433532715E+004  -0.814554333686828613E+000   0.890313386917114258E+000  -0.220701956748962402E+001  -0.513961762189865112E+000   0.112936369180679330E+001  -0.425781747444834269E+006  -0.566545825119700464E+001    1
  -0.351342976093292236E+001  -0.569399070739746094E+001   0.783798396587371826E+003   0.299688464403152466E+004  -0.127992296218872070E+001  -0.787231802940368652E+000   0.362117946147918701E+000  -0.322582125663757324E-001   0.680078482627868630E+000  -0.421582957354134414E+006  -0.566945825119699887E+001    1
