  -0.662913918495178223E+000  -0.399504947662353516E+001   0.877870202064514160E+003   0.128936102986335754E+004   0.255647456645965576E+001  -0.529785156250000000E+000  -0.370057189464569092E+001  -0.649215757846832275E+001  -0.511815965175628662E+001  -0.290146350860595703E+001  -0.174319068009059727E+009  -0.552145825119699829E+001    1
  -0.378893613815307617E+000  -0.122670006752014160E+001   0.554443001747131348E+003   0.310026904940605164E+004   0.399153506755828857E+001  -0.717993736267089844E+000  -0.257584893703460693E+001  -0.910258293151855469E+001  -0.544140934944152832E+001  -0.173506319522857666E+001  -0.137612335061443418E+009  -0.552545825119700584E+001    1
  -0.331656992435455322E+001  -0.481186366081237793E+001   0.130592286586761475E+003   0.285797661542892456E+004   0.534756428003311157E+001  -0.968789458274841309E+000  -0.377519214153289795E+001  -0.447590470314025879E+001  -0.324255645275115967E+001  -0.898120164871215820E+001  -0.103730584458627656E+009  -0.552945825119701162E+001    1
  -0.586140155792236328E-001   0.530904006958007812E+001   0.799276471138000488E+003   0.120521506667137146E+004  -0.238486343622207642E+001  -0.598634958267211914E+000   0.854900240898132324E+000  -0.409519135951995850E+001  -0.704154014587402344E+001  -0.486868023872375488E+001  -0.101540787536826327E+009  -0.553345825119701562E+001    1
  -0.978423953056335449E+000  -0.365656542778015137E+001   0.644436955451965332E+003   0.262619009613990784E+004   0.223530596494674683E+001  -0.815529108047485352E+000  -0.194131994247436523E+001  -0.737129747867584229E+001  -0.806750595569610596E+001  -0.261942207813262939E+001  -0.809389429983547777E+008  -0.553745825119701252E+001    1
  -0.894513368606567383E+001   0.437021255493164062E+001   0.711062133312225342E+003   0.317734977602958679E+004  -0.205349797010421753E+001  -0.908346772193908691E+000  -0.221051299571990967E+001  -0.584285855293273926E+000  -0.758902728557586670E+001  -0.914941787719726562E+001  -0.794349540035986900E+008  -0.554145825119701030E+001    1
  -0.741422772407531738E+000   0.178163909912109375E+001   0.930582046508789062E+003   0.267374938726425171E+004   0.452108001708984375E+001   0.557574033737182617E-001  -0.107108765840530396E+001  -0.997785270214080811E+001  -0.381313621997833252E+001  -0.524761617183685303E+001  -0.717598065492408574E+008  -0.554545825119700275E+001    1
  -0.113036930561065674E+001  -0.735852241516113281E+000   0.917327225208282471E+003   0.286025470495223999E+004  -0.250792050361633301E+001  -0.608726501464843750E+000  -0.319364750385284424E+001  -0.678334057331085205E+001  -0.710459351539611816E+000  -0.681743443012237549E+001  -0.450945381513012499E+008  -0.554945825119700675E+001    1
  -0.908198356628417969E+000   0.562815427780151367E+000   0.769112467765808105E+003   0.257218798995018005E+004  -0.600098311901092529E+000  -0.800822973251342773E+000   0.588342905044555664E+000  -0.571702718734741211E+001  -0.353164315223693848E+001  -0.333558678627014160E+001  -0.418798359596789554E+008  -0.555345825119701342E+001    1
  -0.651514530181884766E-001  -0.287656402587890625E+001   0.223915457725524902E+003   0.189176118373870850E+004   0.382853811979293823E+001  -0.851796746253967285E+000  -0.156126672029495239E+001  -0.580048799514770508E+001  -0.808032691478729248E+001  -0.672363460063934326E+001  -0.309913071579038911E+008  -0.555745825119701031E+001    1
  -0.102093875408172607E+001   0.864850759506225586E+000   0.701453447341918945E+003   0.152373602986335754E+004  -0.371252202987670898E+001  -0.382778167724609375E+000  -0.336529368162155151E+001  -0.869940221309661865E+001  -0.738443493843078613E+001  -0.612762629985809326E+001  -0.284002674498579502E+008  -0.556145825119700987E+001    1
  -0.402791500091552734E+000   0.523238110542297363E+001   0.383059203624725342E+003   0.108763134479522705E+004   0.326478964090347290E+001  -0.389654994010925293E+000  -0.155615592002868652E+001  -0.434031009674072266E+001  -0.619649052619934082E+001  -0.124022483825683594E+001  -0.264371793067061715E+008  -0.556545825119700499E+001    1
