   -0.912303356679800004E+01   -0.248378333786939720E+01    0.816075240788482006E+03    0.338327413145611172E+04   -0.154028012747882670E+01    0.563967158345516584E+00   -0.108845919548228309E-02   -0.268073911827815170E+01   -0.827837528344612217E+01   -0.245699597787416124E+00   -0.566668038892944637E+02
   -0.958308651779516651E+01   -0.424440335503687649E+01    0.368512234661289028E+03    0.331221319873521452E+04   -0.793199159727008052E+00    0.679358702776595713E+00    0.119034116618161434E+00   -0.364469472890918489E+01   -0.923961036358826782E+01   -0.114071329762392182E+01   -0.557962236745197586E+02
   -0.894720429181014332E+01   -0.486519647652532683E+01    0.227352207585252245E+03    0.339424877848205824E+04   -0.121280635035162021E+01    0.607013980629252714E+00   -0.284845565669419098E+01   -0.305571816523581852E+01   -0.606698492732075412E+01   -0.760793358483432769E+00   -0.556797541687922433E+02
   -0.427337213221349366E+01    0.491268176866351780E+01    0.195122621022566506E+03    0.344934115731143584E+04   -0.116616232183464863E+01    0.746602318237364226E+00   -0.328292111374199758E+01   -0.322147608458605372E+01   -0.887382741219403037E+01   -0.838782690347745330E+00   -0.544776097042868273E+02
   -0.609911082187033582E+01    0.478408390724543864E+01    0.223871991687752910E+03    0.329842773697299526E+04   -0.912583880585028595E+00    0.880036809231419914E+00   -0.486439424592550296E+00   -0.378318712909201160E+01   -0.831800793135803929E+01   -0.124174116831213155E+01   -0.542394130775407604E+02
   -0.974809009400058990E+01   -0.540424934003777135E+01    0.302793035289056945E+03    0.340297790955154187E+04   -0.117052281875824882E+01    0.932207537961196930E+00   -0.283819845586978836E+01   -0.358383503644061907E+01   -0.655616260076436941E+01   -0.671804297470133704E+00   -0.538486183978084796E+02
   -0.937435347533328311E+01   -0.285164630894096893E+01    0.862646934566802315E+03    0.325550520700961033E+04   -0.115966779888987226E+01    0.831065351608235359E+00   -0.103356096440122336E+01   -0.370558049992114746E+01   -0.558213961434352068E+01   -0.332464175775596615E+00   -0.537284581339539997E+02
   -0.976694041255409395E+01   -0.350295775119321640E+01    0.749544673501436250E+03    0.335701301605910021E+04   -0.746407240203057043E+00    0.912607573804039784E+00   -0.265769815936437626E+01   -0.381960600885463908E+01   -0.769761479157478234E+01   -0.932863656455637624E+00   -0.537032815844963451E+02
   -0.978560473209622828E+01   -0.421400815927768413E+01    0.516208888726523583E+03    0.335197560572686280E+04   -0.805542505333599834E+00    0.894802450510545855E+00    0.245277052941948348E+00   -0.386188975398386258E+01   -0.650696681065163585E+01   -0.325213986050778558E+00   -0.536156418708964750E+02
   -0.975160575013685360E+01   -0.103590729038744378E+01    0.648285259900929873E+03    0.321400139460589708E+04   -0.101643572000993387E+01    0.855621912181025790E+00    0.193353383344234686E+00   -0.371194770732755508E+01   -0.747200249565560526E+01   -0.660658907008839336E+00   -0.535936154062141696E+02
