  -0.779336690902709961E+000  -0.581771779060363770E+001   0.139507174491882324E+003   0.323287120461463928E+004   0.175741589069366455E+001  -0.713604807853698730E+000  -0.209277415275573730E+001  -0.977651238441467285E+001  -0.363834559917449951E+001  -0.903049290180206299E+001  -0.490386950634087622E+009  -0.570378062280500497E+001    1
  -0.179778933525085449E+000  -0.469890689849853516E+001   0.587660312652587891E+003   0.106554901599884033E+004   0.315218335390090942E+001  -0.899969100952148438E+000  -0.145186239480972290E+001  -0.980653762817382812E+001  -0.426148056983947754E+001  -0.704709231853485107E+001  -0.237734142330023676E+009  -0.570711395613835482E+001    1
  -0.103006064891815186E+001  -0.579519152641296387E+001   0.372631728649139404E+003   0.323199844360351562E+004  -0.573417448997497559E+001   0.374543070793151855E+000   0.170420765876770020E+000  -0.415628254413604736E+001  -0.280549705028533936E+001  -0.147093117237091064E+001  -0.187224222848683238E+009  -0.571044728947168334E+001    1
  -0.234560370445251465E+000  -0.372685575485229492E+001   0.890392541885375977E+003   0.183097547292709351E+004  -0.315487825870513916E+001  -0.686284303665161133E-001  -0.100430661439895630E+001  -0.944557845592498779E+001  -0.303419768810272217E+001  -0.582182765007019043E+001  -0.144061977654032707E+009  -0.571378062280501098E+001    1
  -0.216221392154693604E+001  -0.561343502998352051E+001   0.662028312683105469E+003   0.319931229948997498E+004  -0.582956546545028687E+001   0.855975389480590820E+000  -0.202004367113113403E+001  -0.800424873828887939E+001  -0.672748982906341553E+001  -0.732203841209411621E+001  -0.123464922689765394E+009  -0.571711395613834394E+001    1
  -0.308272838592529297E+000  -0.424893665313720703E+001   0.759984850883483887E+003   0.214254787564277649E+004   0.856661260128021240E+000  -0.553100466728210449E+000  -0.240713053941726685E+001  -0.888202726840972900E+001  -0.722676277160644531E+001  -0.928310573101043701E+001  -0.116274202089546472E+009  -0.572044728947168135E+001    1
  -0.133820176124572754E+000   0.226450109481811523E+001   0.768828570842742920E+003   0.157375907897949219E+004  -0.875366413593292236E+001   0.596907138824462891E+000  -0.288254374265670776E+001  -0.699525594711303711E+001  -0.118779778480529785E+001  -0.609791934490203857E+001  -0.112887222541375920E+009  -0.572378062280502586E+001    1
  -0.719612836837768555E-001   0.179097461700439453E+001   0.696077883243560791E+003   0.241530796885490417E+004  -0.703438514471054077E+001  -0.478791594505310059E+000  -0.260737472772598267E+001  -0.686269164085388184E+001  -0.842537105083465576E+001  -0.464358448982238770E+001  -0.102644290115493387E+009  -0.572711395613835883E+001    1
  -0.663984417915344238E+000  -0.376665687561035156E+001   0.950295209884643555E+003   0.246833539009094238E+004  -0.477059447765350342E+001   0.443901896476745605E+000  -0.292931699752807617E+001  -0.718475699424743652E+001  -0.748617649078369141E+001  -0.963862955570220947E+001  -0.977617199380291402E+008  -0.573044728947169002E+001    1
  -0.338943600654602051E+000  -0.520303201675415039E+001   0.681309759616851807E+003   0.242481118440628052E+004  -0.886876130104064941E+001  -0.330628275871276855E+000  -0.227865272760391235E+001  -0.776512563228607178E+001  -0.127736628055572510E+001  -0.241880893707275391E+001  -0.967538795419017524E+008  -0.573378062280501766E+001    1
  -0.571569204330444336E+000   0.449110722541809082E+001   0.886896967887878418E+003   0.217826685309410095E+004  -0.601671481132507324E+001  -0.724064588546752930E+000  -0.398886406421661377E+001  -0.442330658435821533E+001  -0.164629220962524414E+000  -0.537616848945617676E+001  -0.861251304247926921E+008  -0.573711395613834529E+001    1
  -0.470634698867797852E+000  -0.409405946731567383E+001   0.578719258308410645E+003   0.269142678380012512E+004   0.499368524551391602E+001  -0.776418685913085938E+000  -0.112092280387878418E+001  -0.309267282485961914E+001  -0.334016263484954834E+001  -0.242482900619506836E+001  -0.855706910165654570E+008  -0.574044728947167915E+001    1
  -0.115932643413543701E+001   0.202081704139709473E+001   0.968124747276306152E+003   0.229312962293624878E+004  -0.487623453140258789E+000   0.212802648544311523E+000  -0.703057587146759033E+000  -0.722683191299438477E+001  -0.729863524436950684E+001  -0.526605427265167236E+001  -0.512078696653986275E+008  -0.574378062280501744E+001    1
  -0.558273196220397949E+000   0.176218342781066895E+001   0.617693722248077393E+003   0.228513559699058533E+004   0.582644104957580566E+000  -0.866104006767272949E+000   0.507363736629486084E+000  -0.672894537448883057E+001  -0.577445328235626221E+001  -0.183762073516845703E+001  -0.495132539569175988E+008  -0.574711395613836196E+001    1
  -0.192690789699554443E+001  -0.528947353363037109E+001   0.580828070640563965E+003   0.241231760382652283E+004  -0.705989921092987061E+001  -0.848985910415649414E+000  -0.398264133930206299E+001  -0.442152619361877441E+001  -0.934502065181732178E+001  -0.434378683567047119E+001  -0.476051553585412055E+008  -0.575044728947169581E+001    1
  -0.791651010513305664E+000   0.290773916244506836E+001   0.618756592273712158E+003   0.160023993253707886E+004  -0.620314711332321167E+001  -0.658847332000732422E+000  -0.379216611385345459E+000  -0.693038225173950195E+001  -0.967515885829925537E+001  -0.897114276885986328E+001  -0.290287166718560122E+008  -0.575378062280501634E+001    1
  -0.365986704826354980E+001  -0.544290876388549805E+001   0.873843848705291748E+003   0.334950065612792969E+004  -0.383589738607406616E+001  -0.138100266456604004E+000  -0.162552022933959961E+001  -0.646675407886505127E+001  -0.970578193664550781E+000  -0.811328351497650146E+001  -0.284419908336742744E+008  -0.575711395613834398E+001    1
  -0.797662734985351562E+000  -0.461601233482360840E+001   0.599924445152282715E+003   0.107743120193481445E+004  -0.281711393594741821E+001  -0.477473974227905273E+000   0.102632701396942139E+000  -0.808977067470550537E+001  -0.585910141468048096E+001  -0.270228505134582520E+001  -0.276568113550788760E+008  -0.576044728947168139E+001    1
  -0.284011960029602051E+001  -0.373635149002075195E+001   0.502718210220336914E+003   0.239297336339950562E+004   0.305576688051223755E+001  -0.766622900962829590E+000   0.141635000705718994E+000  -0.838993787765502930E+001  -0.539933741092681885E+001  -0.254827141761779785E+001  -0.260975449484316409E+008  -0.576378062280501613E+001    1
